GEOID,year,latino
04013420706,2010,482.0
04013420707,2010,260.0
04013420708,2010,268.0
04013420709,2010,316.0
04013420710,2010,596.0
04013420800,2010,1066.0
04013420901,2010,584.0
04013420902,2010,825.0
04013421001,2010,1618.0
04013421002,2010,511.0
04013421101,2010,934.0
04013421102,2010,2256.0
04013421201,2010,1006.0
04013421202,2010,1988.0
04013421302,2010,4261.0
04013421303,2010,2615.0
04013421304,2010,664.0
04013421400,2010,896.0
04013421501,2010,1657.0
04013421502,2010,1333.0
04013421601,2010,1453.0
04013421602,2010,2842.0
04013421701,2010,2455.0
04013421702,2010,1384.0
04013421801,2010,1542.0
04013421802,2010,2665.0
04013421901,2010,2428.0
04013421902,2010,3685.0
04013422001,2010,3518.0
04013422002,2010,2510.0
04013422102,2010,2327.0
04013422103,2010,1290.0
04013422104,2010,2070.0
04013422105,2010,1168.0
04013422106,2010,2422.0
04013422107,2010,911.0
04013422203,2010,1361.0
04013422204,2010,561.0
04013422205,2010,378.0
04013422209,2010,1105.0
04013422210,2010,1141.0
04013422211,2010,432.0
04013422212,2010,586.0
04013422213,2010,567.0
04013422215,2010,363.0
04013422216,2010,1173.0
04013422217,2010,886.0
04013422218,2010,590.0
04013422219,2010,674.0
04013422220,2010,257.0
04013422221,2010,555.0
04013422222,2010,245.0
04013422301,2010,4004.0
04013422302,2010,1256.0
04013422304,2010,540.0
04013422305,2010,480.0
04013422307,2010,1007.0
04013422308,2010,1214.0
04013422309,2010,775.0
04013422401,2010,854.0
04013422402,2010,1356.0
04013422403,2010,1061.0
04013422404,2010,552.0
04013422501,2010,1246.0
04013422502,2010,1879.0
04013422503,2010,2139.0
04013422504,2010,619.0
04013422506,2010,617.0
04013422507,2010,345.0
04013422508,2010,555.0
04013422509,2010,1074.0
04013422510,2010,518.0
04013422511,2010,536.0
04013422512,2010,470.0
04013422513,2010,788.0
04013422514,2010,1024.0
04013422606,2010,594.0
04013422607,2010,390.0
04013422609,2010,511.0
04013422610,2010,8.0
04013422615,2010,1043.0
04013422616,2010,1127.0
04013422617,2010,547.0
04013422618,2010,45.0
04013422620,2010,347.0
04013422621,2010,530.0
04013422622,2010,653.0
04013422623,2010,670.0
04013422624,2010,49.0
04013422625,2010,799.0
04013422626,2010,463.0
04013422627,2010,607.0
04013422628,2010,936.0
04013422629,2010,649.0
04013422630,2010,1049.0
04013422631,2010,454.0
04013422632,2010,679.0
04013422633,2010,282.0
04013422634,2010,1526.0
04013422635,2010,0.0
04013422636,2010,350.0
04013422637,2010,724.0
04013422638,2010,784.0
04013422639,2010,0.0
04013422640,2010,748.0
04013422641,2010,1613.0
04013422642,2010,582.0
04013422643,2010,877.0
04013422644,2010,1073.0
04013422646,2010,757.0
04013522800,2010,363.0
04013522901,2010,1313.0
04013522903,2010,3522.0
04013522904,2010,3499.0
04013523002,2010,3595.0
04013523003,2010,2009.0
04013523005,2010,643.0
04013523006,2010,1510.0
04013523102,2010,2584.0
04013523103,2010,1059.0
04013523104,2010,2830.0
04013610000,2010,924.0
04013610100,2010,22.0
04013610200,2010,568.0
04013610300,2010,1169.0
04013610400,2010,458.0
04013610500,2010,507.0
04013610600,2010,138.0
04013610700,2010,312.0
04013610800,2010,206.0
04013610900,2010,502.0
04013611000,2010,476.0
04013611100,2010,227.0
04013611200,2010,720.0
04013611300,2010,435.0
04013611400,2010,467.0
04013611500,2010,121.0
04013611600,2010,285.0
04013611700,2010,318.0
04013611800,2010,695.0
04013611900,2010,604.0
04013612000,2010,152.0
04013612200,2010,167.0
04013612300,2010,421.0
04013612400,2010,550.0
04013612500,2010,315.0
04013612600,2010,78.0
04013612700,2010,129.0
04013612800,2010,149.0
04013612900,2010,246.0
04013613000,2010,112.0
04013613100,2010,81.0
04013613200,2010,357.0
04013613300,2010,260.0
04013613400,2010,462.0
04013613500,2010,234.0
04013613600,2010,351.0
04013613700,2010,540.0
04013613800,2010,467.0
04013613900,2010,627.0
04013614000,2010,229.0
04013614100,2010,395.0
04013614200,2010,306.0
04013614300,2010,340.0
04013614400,2010,773.0
04013614500,2010,1496.0
04013614600,2010,819.0
04013614700,2010,476.0
04013614800,2010,705.0
04013614900,2010,331.0
04013615000,2010,539.0
04013615100,2010,269.0
04013615200,2010,188.0
04013615300,2010,84.0
04013615400,2010,12.0
04013615500,2010,56.0
04013615600,2010,251.0
04013615700,2010,401.0
04013615800,2010,327.0
04013615900,2010,371.0
04013616000,2010,55.0
04013616100,2010,470.0
04013616200,2010,565.0
04013616300,2010,320.0
04013616400,2010,647.0
04013616500,2010,964.0
04013616600,2010,868.0
04013616700,2010,580.0
04013616800,2010,842.0
04013616900,2010,256.0
04013617000,2010,556.0
04013617100,2010,68.0
04013617200,2010,143.0
04013617300,2010,245.0
04013617400,2010,502.0
04013617500,2010,247.0
04013617600,2010,829.0
04013617700,2010,396.0
04013617800,2010,186.0
04013617900,2010,244.0
04013618000,2010,680.0
04013618100,2010,593.0
04013618200,2010,667.0
04013618300,2010,469.0
04013618400,2010,547.0
04013618500,2010,571.0
04013618600,2010,1308.0
04013618700,2010,470.0
04013618800,2010,2337.0
04013618900,2010,723.0
04013619000,2010,395.0
04013619100,2010,512.0
04013619200,2010,1278.0
04013619300,2010,896.0
04013619400,2010,768.0
04013619500,2010,1350.0
04013619600,2010,340.0
04013619700,2010,550.0
04013619800,2010,432.0
04013619900,2010,88.0
04013723303,2010,0.0
04013723304,2010,1829.0
04013723305,2010,1370.0
04013723306,2010,651.0
04013723307,2010,411.0
04013723308,2010,972.0
04013810000,2010,190.0
04013810100,2010,472.0
04013810200,2010,338.0
04013810300,2010,1097.0
04013810400,2010,551.0
04013810500,2010,708.0
04013810600,2010,513.0
04013810700,2010,978.0
04013810800,2010,934.0
04013810900,2010,1137.0
04013811000,2010,511.0
04013811100,2010,462.0
04013811200,2010,473.0
04013811300,2010,508.0
04013811400,2010,1163.0
04013811500,2010,533.0
04013811600,2010,533.0
04013811700,2010,981.0
04013811800,2010,151.0
04013811900,2010,875.0
04013812000,2010,1280.0
04013812100,2010,1009.0
04013812200,2010,953.0
04013812300,2010,754.0
